school,sex,age,address,famsize,Pstatus,Medu,Fedu,Mjob,Fjob,reason,nursery,internet,G1_mat,G2_mat,G3_mat,G1_por,G2_por,G3_por,student_id,schoolsup,freetime,guardian,higher,Dalc,famsup,traveltime,studytime,Walc,health,activities,absences,failures,famrel,paid,romantic,goout
GP,F,16,U,GT3,T,3,3,other,other,home,yes,yes,7.0,7.0,8.0,9.0,11.0,11.0,GP_F_16_U_GT3_T_3_3_other_other_home_yes_yes,no,3.0,mother,yes,1.0,yes,1.0,3.0,3.0,4.0,no,0.0,0.0,4.0,yes,yes,3.0
GP,F,15,U,GT3,T,4,3,services,other,reputation,yes,yes,16.0,17.0,18.0,14.0,13.0,13.0,GP_F_15_U_GT3_T_4_3_services_other_reputation_yes_yes,no,5.0,mother,yes,1.0,no,1.0,1.0,3.0,1.0,yes,4.0,0.0,4.0,yes,no,5.0
GP,F,16,U,LE3,T,3,1,other,other,home,yes,no,7.0,6.0,6.0,12.0,13.0,12.0,GP_F_16_U_LE3_T_3_1_other_other_home_yes_no,yes,3.0,father,yes,2.0,yes,1.0,2.0,3.0,2.0,no,4.0,0.0,3.0,no,no,3.0
GP,F,16,U,GT3,T,4,2,teacher,services,home,yes,yes,11.0,10.0,10.0,13.0,14.0,14.0,GP_F_16_U_GT3_T_4_2_teacher_services_home_yes_yes,no,3.0,mother,yes,1.0,yes,2.0,2.0,1.0,1.0,yes,0.0,0.0,5.0,yes,no,3.0
GP,M,15,U,LE3,T,2,2,services,health,reputation,yes,yes,11.0,13.0,14.0,11.0,12.0,12.0,GP_M_15_U_LE3_T_2_2_services_health_reputation_yes_yes,no,3.0,mother,yes,1.0,yes,1.0,4.0,1.0,4.0,yes,6.0,0.0,4.0,no,no,4.0
GP,F,15,R,GT3,T,1,1,at_home,other,home,yes,yes,7.0,10.0,10.0,13.0,13.0,13.0,GP_F_15_R_GT3_T_1_1_at_home_other_home_yes_yes,yes,1.0,mother,yes,1.0,yes,2.0,4.0,1.0,1.0,yes,2.0,1.0,3.0,yes,no,2.0
GP,M,16,R,GT3,T,4,3,services,other,reputation,no,yes,11.0,15.0,15.0,9.0,11.0,11.0,GP_M_16_R_GT3_T_4_3_services_other_reputation_no_yes,yes,3.0,mother,yes,1.0,yes,2.0,1.0,1.0,4.0,yes,2.0,0.0,3.0,no,no,3.0
GP,F,16,U,GT3,T,2,1,other,other,course,yes,no,8.0,9.0,10.0,13.0,12.0,12.0,GP_F_16_U_GT3_T_2_1_other_other_course_yes_no,no,3.0,mother,yes,1.0,yes,1.0,2.0,1.0,5.0,no,2.0,0.0,4.0,yes,yes,5.0
GP,F,16,U,GT3,T,4,4,other,other,reputation,no,yes,11.0,14.0,14.0,12.0,13.0,13.0,GP_F_16_U_GT3_T_4_4_other_other_reputation_no_yes,no,3.0,mother,yes,1.0,no,1.0,1.0,2.0,1.0,yes,6.0,0.0,5.0,no,no,4.0
GP,F,16,U,GT3,T,4,3,other,at_home,course,yes,yes,7.0,9.0,8.0,12.0,13.0,13.0,GP_F_16_U_GT3_T_4_3_other_at_home_course_yes_yes,yes,3.0,mother,yes,1.0,yes,1.0,3.0,1.0,3.0,no,0.0,0.0,5.0,yes,no,5.0
GP,M,16,U,GT3,T,4,4,services,services,other,yes,yes,7.0,7.0,5.0,9.0,9.0,8.0,GP_M_16_U_GT3_T_4_4_services_services_other_yes_yes,yes,5.0,mother,yes,5.0,yes,1.0,1.0,5.0,4.0,yes,14.0,0.0,4.0,yes,no,5.0
GP,M,16,U,GT3,T,4,4,services,teacher,other,yes,yes,16.0,17.0,17.0,16.0,16.0,16.0,GP_M_16_U_GT3_T_4_4_services_teacher_other_yes_yes,no,4.0,father,yes,1.0,yes,1.0,3.0,1.0,4.0,yes,0.0,0.0,4.0,no,yes,3.0
GP,M,15,U,GT3,T,4,4,services,other,course,no,yes,10.0,13.0,14.0,12.0,13.0,12.0,GP_M_15_U_GT3_T_4_4_services_other_course_no_yes,no,3.0,mother,yes,1.0,yes,1.0,1.0,1.0,5.0,yes,4.0,0.0,5.0,no,no,3.0
GP,F,15,U,GT3,T,3,2,services,other,home,yes,yes,7.0,6.0,6.0,11.0,10.0,10.0,GP_F_15_U_GT3_T_3_2_services_other_home_yes_yes,yes,3.0,mother,yes,1.0,yes,2.0,2.0,1.0,2.0,no,26.0,0.0,4.0,yes,no,5.0
GP,M,15,U,GT3,A,3,4,services,other,course,yes,yes,16.0,18.0,18.0,16.0,16.0,16.0,GP_M_15_U_GT3_A_3_4_services_other_course_yes_yes,no,4.0,mother,yes,1.0,yes,1.0,2.0,1.0,1.0,yes,0.0,0.0,5.0,yes,no,4.0
GP,F,15,U,GT3,A,3,3,other,health,reputation,yes,no,10.0,11.0,11.0,10.0,10.0,10.0,GP_F_15_U_GT3_A_3_3_other_health_reputation_yes_no,yes,3.0,father,yes,1.0,no,1.0,4.0,1.0,4.0,no,10.0,0.0,4.0,no,no,3.0
GP,F,15,U,GT3,T,2,2,other,other,course,yes,yes,7.0,8.0,8.0,10.0,10.0,10.0,GP_F_15_U_GT3_T_2_2_other_other_course_yes_yes,yes,1.0,mother,yes,1.0,yes,1.0,4.0,1.0,3.0,no,8.0,0.0,5.0,yes,no,2.0
GP,M,16,U,GT3,T,3,3,services,other,home,yes,yes,16.0,18.0,18.0,13.0,14.0,14.0,GP_M_16_U_GT3_T_3_3_services_other_home_yes_yes,no,3.0,father,yes,1.0,yes,1.0,3.0,1.0,5.0,yes,2.0,0.0,5.0,no,no,3.0
GP,M,16,U,GT3,T,3,3,services,other,home,yes,yes,16.0,18.0,18.0,11.0,12.0,13.0,GP_M_16_U_GT3_T_3_3_services_other_home_yes_yes,no,3.0,father,yes,1.0,yes,1.0,3.0,1.0,5.0,yes,2.0,0.0,5.0,no,no,3.0
GP,M,16,U,GT3,T,3,3,services,other,home,yes,yes,12.0,13.0,12.0,13.0,14.0,14.0,GP_M_16_U_GT3_T_3_3_services_other_home_yes_yes,no,2.0,mother,yes,1.0,no,1.0,2.0,2.0,3.0,yes,2.0,0.0,4.0,yes,yes,3.0
GP,M,16,U,GT3,T,3,3,services,other,home,yes,yes,12.0,13.0,12.0,11.0,12.0,13.0,GP_M_16_U_GT3_T_3_3_services_other_home_yes_yes,no,2.0,mother,yes,1.0,no,1.0,2.0,2.0,3.0,yes,2.0,0.0,4.0,yes,yes,3.0
GP,M,15,R,GT3,T,4,4,other,other,home,yes,yes,10.0,13.0,13.0,12.0,10.0,11.0,GP_M_15_R_GT3_T_4_4_other_other_home_yes_yes,no,3.0,father,yes,3.0,yes,4.0,4.0,5.0,1.0,yes,6.0,0.0,1.0,yes,yes,5.0
GP,F,16,U,LE3,T,4,4,health,health,other,yes,yes,14.0,15.0,16.0,15.0,15.0,14.0,GP_F_16_U_LE3_T_4_4_health_health_other_yes_yes,no,4.0,mother,yes,1.0,yes,1.0,3.0,1.0,4.0,yes,4.0,0.0,5.0,yes,yes,5.0
GP,M,15,U,LE3,A,4,4,teacher,teacher,course,yes,yes,18.0,19.0,19.0,13.0,14.0,14.0,GP_M_15_U_LE3_A_4_4_teacher_teacher_course_yes_yes,no,5.0,mother,yes,1.0,no,1.0,1.0,1.0,4.0,yes,6.0,0.0,5.0,no,no,3.0
GP,F,16,R,GT3,T,3,3,services,other,reputation,yes,yes,7.0,10.0,10.0,11.0,11.0,11.0,GP_F_16_R_GT3_T_3_3_services_other_reputation_yes_yes,yes,1.0,father,yes,1.0,yes,1.0,3.0,1.0,2.0,yes,0.0,1.0,4.0,no,no,2.0
GP,F,16,U,GT3,T,2,2,at_home,other,home,yes,yes,10.0,13.0,13.0,8.0,10.0,10.0,GP_F_16_U_GT3_T_2_2_at_home_other_home_yes_yes,yes,1.0,mother,yes,1.0,no,1.0,2.0,1.0,5.0,yes,6.0,1.0,3.0,no,no,2.0
GP,M,15,U,LE3,T,4,2,teacher,other,course,yes,yes,18.0,19.0,19.0,18.0,17.0,18.0,GP_M_15_U_LE3_T_4_2_teacher_other_course_yes_yes,no,5.0,mother,yes,1.0,no,1.0,1.0,1.0,3.0,no,10.0,0.0,3.0,no,no,2.0
GP,M,15,R,GT3,T,2,1,health,services,reputation,yes,yes,9.0,9.0,9.0,10.0,9.0,10.0,GP_M_15_R_GT3_T_2_1_health_services_reputation_yes_yes,no,4.0,mother,yes,1.0,no,1.0,2.0,1.0,5.0,yes,8.0,0.0,5.0,no,yes,2.0
GP,M,16,U,GT3,T,4,4,teacher,teacher,course,yes,yes,15.0,15.0,16.0,16.0,14.0,14.0,GP_M_16_U_GT3_T_4_4_teacher_teacher_course_yes_yes,no,4.0,father,yes,1.0,yes,1.0,2.0,2.0,5.0,yes,2.0,0.0,5.0,no,no,4.0
GP,M,16,U,GT3,T,4,4,teacher,teacher,course,yes,yes,15.0,15.0,16.0,9.0,9.0,8.0,GP_M_16_U_GT3_T_4_4_teacher_teacher_course_yes_yes,no,4.0,father,yes,1.0,yes,1.0,2.0,2.0,5.0,yes,2.0,0.0,5.0,no,no,4.0
GP,M,16,U,GT3,T,4,4,teacher,teacher,course,yes,yes,7.0,6.0,0.0,16.0,14.0,14.0,GP_M_16_U_GT3_T_4_4_teacher_teacher_course_yes_yes,no,3.0,mother,no,2.0,yes,1.0,1.0,1.0,5.0,no,0.0,0.0,3.0,no,yes,2.0
GP,M,16,U,GT3,T,4,4,teacher,teacher,course,yes,yes,7.0,6.0,0.0,9.0,9.0,8.0,GP_M_16_U_GT3_T_4_4_teacher_teacher_course_yes_yes,no,3.0,mother,no,2.0,yes,1.0,1.0,1.0,5.0,no,0.0,0.0,3.0,no,yes,2.0
GP,M,15,U,GT3,T,4,4,other,teacher,reputation,yes,no,11.0,13.0,14.0,16.0,15.0,16.0,GP_M_15_U_GT3_T_4_4_other_teacher_reputation_yes_no,no,4.0,father,yes,1.0,yes,2.0,2.0,1.0,2.0,yes,2.0,0.0,4.0,no,no,3.0
GP,M,16,U,GT3,T,3,3,other,services,home,yes,yes,13.0,14.0,13.0,14.0,14.0,15.0,GP_M_16_U_GT3_T_3_3_other_services_home_yes_yes,no,4.0,father,yes,1.0,no,2.0,1.0,1.0,5.0,yes,0.0,0.0,5.0,no,no,2.0
GP,M,17,R,GT3,T,1,3,other,other,course,yes,yes,9.0,7.0,8.0,12.0,11.0,11.0,GP_M_17_R_GT3_T_1_3_other_other_course_yes_yes,no,2.0,father,yes,1.0,yes,3.0,2.0,4.0,5.0,yes,20.0,1.0,5.0,no,no,4.0
GP,M,15,U,GT3,T,3,4,other,other,reputation,yes,yes,14.0,13.0,13.0,14.0,13.0,14.0,GP_M_15_U_GT3_T_3_4_other_other_reputation_yes_yes,no,4.0,father,yes,1.0,no,1.0,1.0,2.0,4.0,no,6.0,0.0,3.0,no,no,3.0
GP,F,15,U,GT3,T,1,2,at_home,services,course,no,yes,16.0,15.0,15.0,14.0,14.0,14.0,GP_F_15_U_GT3_T_1_2_at_home_services_course_no_yes,no,2.0,mother,yes,1.0,no,1.0,2.0,2.0,1.0,no,2.0,0.0,3.0,no,no,3.0
GP,M,15,U,GT3,T,2,2,services,services,home,yes,yes,16.0,14.0,15.0,14.0,13.0,13.0,GP_M_15_U_GT3_T_2_2_services_services_home_yes_yes,no,5.0,father,yes,1.0,yes,1.0,4.0,2.0,5.0,yes,6.0,0.0,5.0,yes,no,4.0
GP,F,16,U,LE3,T,2,4,other,health,course,yes,yes,13.0,13.0,13.0,14.0,12.0,13.0,GP_F_16_U_LE3_T_2_4_other_health_course_yes_yes,no,2.0,father,yes,1.0,yes,2.0,2.0,2.0,5.0,yes,2.0,0.0,4.0,yes,yes,2.0
GP,M,16,U,GT3,T,4,4,health,other,course,yes,yes,14.0,11.0,13.0,12.0,13.0,13.0,GP_M_16_U_GT3_T_4_4_health_other_course_yes_yes,no,4.0,mother,yes,1.0,yes,1.0,1.0,4.0,5.0,yes,18.0,0.0,3.0,no,no,4.0
GP,F,16,U,GT3,T,2,2,other,other,home,yes,yes,8.0,7.0,8.0,12.0,11.0,11.0,GP_F_16_U_GT3_T_2_2_other_other_home_yes_yes,no,4.0,mother,yes,1.0,no,1.0,2.0,1.0,5.0,no,0.0,0.0,5.0,yes,yes,4.0
GP,M,15,U,GT3,T,3,4,services,services,home,yes,yes,13.0,13.0,12.0,9.0,9.0,9.0,GP_M_15_U_GT3_T_3_4_services_services_home_yes_yes,yes,5.0,father,yes,3.0,no,1.0,1.0,2.0,5.0,no,0.0,0.0,5.0,no,no,5.0
GP,F,15,U,LE3,A,3,4,other,other,home,yes,yes,7.0,10.0,11.0,10.0,11.0,11.0,GP_F_15_U_LE3_A_3_4_other_other_home_yes_yes,yes,3.0,mother,yes,1.0,no,1.0,2.0,1.0,1.0,yes,0.0,0.0,5.0,no,yes,2.0
GP,F,19,U,GT3,T,0,1,at_home,other,course,no,no,7.0,8.0,9.0,9.0,10.0,11.0,GP_F_19_U_GT3_T_0_1_at_home_other_course_no_no,no,4.0,other,no,1.0,yes,1.0,2.0,1.0,5.0,no,2.0,3.0,3.0,no,no,2.0
GP,M,18,R,GT3,T,2,2,services,other,reputation,yes,yes,7.0,4.0,0.0,-1.0,-1.0,-1.0,GP_M_18_R_GT3_T_2_2_services_other_reputation_yes_yes,no,3.0,mother,yes,1.0,yes,1.0,1.0,2.0,4.0,yes,0.0,2.0,3.0,no,no,3.0
GP,M,16,R,GT3,T,4,4,teacher,teacher,course,yes,yes,18.0,18.0,18.0,14.0,14.0,15.0,GP_M_16_R_GT3_T_4_4_teacher_teacher_course_yes_yes,no,5.0,mother,yes,2.0,no,1.0,1.0,5.0,4.0,yes,8.0,0.0,3.0,yes,no,5.0
GP,F,15,R,GT3,T,3,4,services,teacher,course,yes,yes,12.0,0.0,0.0,10.0,11.0,12.0,GP_F_15_R_GT3_T_3_4_services_teacher_course_yes_yes,no,2.0,father,yes,2.0,yes,2.0,3.0,2.0,5.0,no,0.0,2.0,4.0,no,yes,2.0
GP,F,15,U,GT3,T,1,1,at_home,other,course,no,yes,8.0,0.0,0.0,11.0,12.0,13.0,GP_F_15_U_GT3_T_1_1_at_home_other_course_no_yes,no,3.0,mother,yes,1.0,yes,3.0,1.0,2.0,4.0,yes,0.0,0.0,4.0,no,yes,3.0
GP,F,17,U,LE3,T,2,2,other,other,course,yes,yes,10.0,13.0,12.0,13.0,12.0,12.0,GP_F_17_U_LE3_T_2_2_other_other_course_yes_yes,no,4.0,father,yes,1.0,yes,1.0,1.0,3.0,5.0,no,12.0,0.0,3.0,no,yes,4.0
GP,F,16,U,GT3,A,3,4,services,other,course,yes,yes,12.0,11.0,11.0,15.0,13.0,14.0,GP_F_16_U_GT3_A_3_4_services_other_course_yes_yes,no,2.0,father,yes,1.0,no,1.0,1.0,4.0,5.0,no,16.0,0.0,3.0,no,no,1.0
GP,M,15,R,GT3,T,3,4,at_home,teacher,course,yes,no,9.0,0.0,0.0,12.0,11.0,11.0,GP_M_15_R_GT3_T_3_4_at_home_teacher_course_yes_no,no,3.0,mother,yes,1.0,yes,4.0,2.0,1.0,5.0,no,0.0,0.0,5.0,no,yes,3.0
GP,F,15,U,GT3,T,4,4,services,at_home,course,yes,yes,11.0,0.0,0.0,13.0,14.0,15.0,GP_F_15_U_GT3_T_4_4_services_at_home_course_yes_yes,no,3.0,mother,yes,1.0,yes,1.0,3.0,1.0,5.0,yes,0.0,0.0,4.0,no,yes,3.0
GP,M,17,R,GT3,T,3,4,at_home,other,course,yes,no,10.0,0.0,0.0,10.0,9.0,10.0,GP_M_17_R_GT3_T_3_4_at_home_other_course_yes_no,no,4.0,mother,yes,2.0,no,3.0,2.0,4.0,5.0,no,0.0,0.0,5.0,no,no,5.0
GP,F,16,U,GT3,A,3,3,other,other,course,no,yes,4.0,0.0,0.0,9.0,9.0,10.0,GP_F_16_U_GT3_A_3_3_other_other_course_no_yes,no,3.0,other,yes,1.0,yes,2.0,1.0,1.0,5.0,yes,0.0,2.0,4.0,no,yes,2.0
GP,M,16,U,LE3,T,1,1,services,other,course,yes,no,14.0,12.0,12.0,10.0,10.0,10.0,GP_M_16_U_LE3_T_1_1_services_other_course_yes_no,no,4.0,mother,yes,1.0,no,1.0,2.0,3.0,5.0,no,0.0,1.0,4.0,no,yes,4.0
GP,F,15,U,GT3,T,4,4,teacher,teacher,course,yes,yes,16.0,16.0,15.0,13.0,14.0,14.0,GP_F_15_U_GT3_T_4_4_teacher_teacher_course_yes_yes,no,3.0,mother,yes,1.0,no,2.0,1.0,1.0,5.0,yes,0.0,0.0,4.0,no,no,2.0
GP,M,15,U,GT3,T,4,3,teacher,services,course,yes,yes,7.0,9.0,0.0,9.0,11.0,11.0,GP_M_15_U_GT3_T_4_3_teacher_services_course_yes_yes,yes,2.0,father,yes,1.0,yes,2.0,4.0,1.0,3.0,no,0.0,0.0,2.0,no,no,2.0
GP,M,16,U,LE3,T,2,2,services,services,reputation,yes,yes,9.0,9.0,9.0,12.0,11.0,11.0,GP_M_16_U_LE3_T_2_2_services_services_reputation_yes_yes,no,3.0,father,yes,2.0,yes,2.0,1.0,2.0,2.0,yes,8.0,2.0,2.0,no,no,3.0
GP,F,15,U,GT3,T,4,4,teacher,services,course,yes,yes,9.0,11.0,11.0,13.0,13.0,13.0,GP_F_15_U_GT3_T_4_4_teacher_services_course_yes_yes,no,2.0,mother,yes,1.0,yes,1.0,3.0,1.0,5.0,yes,2.0,0.0,4.0,yes,no,2.0
GP,F,16,U,LE3,T,1,1,at_home,at_home,course,yes,yes,14.0,14.0,13.0,10.0,11.0,11.0,GP_F_16_U_LE3_T_1_1_at_home_at_home_course_yes_yes,no,4.0,mother,yes,3.0,no,1.0,1.0,3.0,1.0,no,2.0,0.0,3.0,no,no,4.0
GP,F,15,U,GT3,T,1,1,other,services,course,yes,yes,8.0,11.0,11.0,12.0,12.0,12.0,GP_F_15_U_GT3_T_1_1_other_services_course_yes_yes,no,4.0,father,yes,1.0,yes,1.0,2.0,2.0,5.0,no,0.0,0.0,4.0,yes,no,2.0
GP,F,15,U,GT3,T,3,2,health,services,home,yes,yes,6.0,7.0,0.0,11.0,11.0,11.0,GP_F_15_U_GT3_T_3_2_health_services_home_yes_yes,no,3.0,father,yes,1.0,yes,1.0,2.0,1.0,3.0,no,0.0,3.0,3.0,no,no,2.0
GP,F,15,U,GT3,T,1,2,at_home,other,course,no,yes,10.0,11.0,11.0,13.0,12.0,13.0,GP_F_15_U_GT3_T_1_2_at_home_other_course_no_yes,no,3.0,mother,yes,1.0,yes,1.0,2.0,1.0,5.0,no,2.0,0.0,4.0,yes,no,2.0
GP,M,15,U,LE3,A,2,1,services,other,course,yes,yes,8.0,9.0,10.0,12.0,11.0,11.0,GP_M_15_U_LE3_A_2_1_services_other_course_yes_yes,no,5.0,mother,yes,2.0,no,4.0,1.0,5.0,5.0,no,0.0,3.0,4.0,no,no,5.0
GP,M,18,U,LE3,T,1,1,other,other,course,yes,yes,6.0,5.0,0.0,11.0,9.0,0.0,GP_M_18_U_LE3_T_1_1_other_other_course_yes_yes,no,3.0,mother,no,2.0,no,1.0,1.0,5.0,4.0,no,0.0,3.0,2.0,no,yes,5.0
GP,M,16,U,LE3,T,2,1,at_home,other,course,yes,no,12.0,13.0,14.0,9.0,10.0,10.0,GP_M_16_U_LE3_T_2_1_at_home_other_course_yes_no,no,4.0,mother,yes,3.0,no,1.0,1.0,5.0,5.0,yes,6.0,1.0,4.0,no,yes,4.0
GP,F,15,R,GT3,T,3,3,services,services,reputation,yes,yes,10.0,10.0,10.0,13.0,13.0,13.0,GP_F_15_R_GT3_T_3_3_services_services_reputation_yes_yes,no,2.0,other,yes,2.0,yes,2.0,3.0,3.0,3.0,yes,8.0,2.0,4.0,yes,yes,1.0
GP,M,19,U,GT3,T,3,2,services,at_home,home,yes,yes,5.0,0.0,0.0,11.0,9.0,11.0,GP_M_19_U_GT3_T_3_2_services_at_home_home_yes_yes,no,5.0,mother,no,1.0,yes,1.0,1.0,1.0,4.0,no,0.0,3.0,4.0,no,yes,4.0
GP,F,17,U,GT3,T,4,4,other,teacher,course,yes,no,11.0,11.0,12.0,13.0,13.0,13.0,GP_F_17_U_GT3_T_4_4_other_teacher_course_yes_no,yes,2.0,mother,yes,1.0,yes,1.0,1.0,1.0,4.0,no,0.0,0.0,4.0,no,yes,1.0
GP,M,15,R,GT3,T,2,3,at_home,services,course,yes,no,11.0,8.0,8.0,7.0,8.0,8.0,GP_M_15_R_GT3_T_2_3_at_home_services_course_yes_no,yes,4.0,mother,yes,1.0,no,1.0,2.0,1.0,1.0,yes,2.0,0.0,4.0,yes,no,4.0
GP,M,17,R,LE3,T,1,2,other,other,reputation,yes,no,16.0,12.0,13.0,9.0,8.0,10.0,GP_M_17_R_LE3_T_1_2_other_other_reputation_yes_no,no,2.0,mother,yes,3.0,no,1.0,1.0,3.0,5.0,no,8.0,0.0,2.0,no,no,2.0
GP,F,18,R,GT3,T,1,1,at_home,other,course,no,no,9.0,8.0,10.0,11.0,10.0,11.0,GP_F_18_R_GT3_T_1_1_at_home_other_course_no_no,no,2.0,mother,yes,1.0,yes,3.0,1.0,5.0,4.0,yes,6.0,3.0,5.0,no,no,5.0
GP,M,16,R,GT3,T,2,2,at_home,other,course,no,no,17.0,15.0,15.0,12.0,10.0,11.0,GP_M_16_R_GT3_T_2_2_at_home_other_course_no_no,no,2.0,mother,yes,1.0,no,3.0,1.0,2.0,3.0,no,2.0,0.0,4.0,no,no,2.0
GP,M,16,U,GT3,T,3,3,other,services,course,yes,yes,10.0,12.0,12.0,10.0,10.0,1.0,GP_M_16_U_GT3_T_3_3_other_services_course_yes_yes,no,5.0,father,yes,4.0,yes,1.0,2.0,4.0,5.0,no,4.0,1.0,4.0,yes,yes,5.0
GP,M,17,R,LE3,T,2,1,at_home,other,course,yes,yes,7.0,6.0,0.0,8.0,8.0,9.0,GP_M_17_R_LE3_T_2_1_at_home_other_course_yes_yes,no,3.0,mother,no,2.0,no,2.0,1.0,2.0,5.0,yes,0.0,2.0,3.0,no,yes,2.0
GP,M,15,R,GT3,T,3,2,other,other,course,yes,yes,5.0,9.0,7.0,-1.0,-1.0,-1.0,GP_M_15_R_GT3_T_3_2_other_other_course_yes_yes,yes,4.0,mother,yes,1.0,yes,2.0,2.0,4.0,3.0,no,6.0,2.0,4.0,no,yes,4.0
GP,M,16,U,LE3,T,1,2,other,other,course,yes,no,7.0,0.0,0.0,-1.0,-1.0,-1.0,GP_M_16_U_LE3_T_1_2_other_other_course_yes_no,no,4.0,mother,yes,2.0,no,2.0,1.0,4.0,5.0,yes,0.0,1.0,4.0,no,no,4.0
GP,M,17,U,GT3,T,1,3,at_home,services,course,yes,yes,10.0,10.0,10.0,-1.0,-1.0,-1.0,GP_M_17_U_GT3_T_1_3_at_home_services_course_yes_yes,no,3.0,father,no,1.0,no,1.0,1.0,4.0,2.0,no,2.0,0.0,5.0,no,no,3.0
GP,M,17,R,LE3,T,1,1,other,services,course,yes,no,5.0,8.0,7.0,8.0,8.0,8.0,GP_M_17_R_LE3_T_1_1_other_services_course_yes_no,no,3.0,mother,no,1.0,no,4.0,2.0,5.0,5.0,yes,0.0,3.0,5.0,no,yes,5.0
GP,M,16,U,GT3,T,3,2,services,services,course,no,no,12.0,11.0,12.0,-1.0,-1.0,-1.0,GP_M_16_U_GT3_T_3_2_services_services_course_no_no,no,5.0,mother,no,1.0,yes,2.0,1.0,1.0,2.0,yes,16.0,1.0,4.0,no,no,2.0
GP,M,16,U,GT3,T,2,2,other,other,course,yes,yes,10.0,10.0,10.0,9.0,10.0,11.0,GP_M_16_U_GT3_T_2_2_other_other_course_yes_yes,no,3.0,father,no,2.0,no,1.0,2.0,4.0,4.0,no,4.0,0.0,4.0,no,no,5.0
GP,F,16,U,GT3,T,4,2,health,services,home,yes,yes,14.0,15.0,16.0,17.0,17.0,18.0,GP_F_16_U_GT3_T_4_2_health_services_home_yes_yes,no,2.0,father,yes,1.0,no,1.0,2.0,1.0,3.0,no,0.0,0.0,4.0,yes,yes,3.0
GP,F,16,U,GT3,T,2,2,other,other,home,no,yes,6.0,7.0,0.0,12.0,12.0,13.0,GP_F_16_U_GT3_T_2_2_other_other_home_no_yes,no,1.0,mother,yes,1.0,yes,1.0,2.0,1.0,4.0,no,0.0,0.0,5.0,yes,no,5.0
GP,F,16,U,GT3,T,4,4,health,health,reputation,yes,yes,14.0,14.0,14.0,16.0,16.0,17.0,GP_F_16_U_GT3_T_4_4_health_health_reputation_yes_yes,no,4.0,mother,yes,1.0,yes,1.0,2.0,1.0,3.0,no,0.0,0.0,4.0,yes,yes,2.0
GP,M,16,U,GT3,T,3,4,other,other,course,no,yes,6.0,5.0,0.0,9.0,9.0,10.0,GP_M_16_U_GT3_T_3_4_other_other_course_no_yes,no,4.0,father,yes,2.0,yes,3.0,1.0,4.0,2.0,yes,0.0,2.0,3.0,no,no,5.0
GP,M,16,U,GT3,T,1,0,other,other,reputation,yes,yes,13.0,15.0,16.0,16.0,17.0,18.0,GP_M_16_U_GT3_T_1_0_other_other_reputation_yes_yes,no,3.0,mother,yes,1.0,yes,2.0,2.0,1.0,3.0,yes,2.0,0.0,4.0,yes,yes,2.0
GP,M,17,U,LE3,T,4,4,teacher,other,reputation,yes,yes,13.0,11.0,10.0,11.0,9.0,10.0,GP_M_17_U_LE3_T_4_4_teacher_other_reputation_yes_yes,no,4.0,mother,yes,1.0,yes,1.0,2.0,3.0,5.0,yes,0.0,0.0,4.0,yes,no,4.0
GP,F,16,U,GT3,T,1,3,at_home,services,home,no,yes,8.0,7.0,0.0,14.0,13.0,13.0,GP_F_16_U_GT3_T_1_3_at_home_services_home_no_yes,no,3.0,mother,yes,1.0,no,1.0,2.0,1.0,3.0,yes,0.0,3.0,4.0,no,yes,5.0
GP,F,16,U,LE3,T,3,3,other,other,reputation,yes,yes,10.0,11.0,9.0,14.0,14.0,15.0,GP_F_16_U_LE3_T_3_3_other_other_reputation_yes_yes,no,4.0,mother,yes,1.0,yes,2.0,2.0,1.0,4.0,yes,4.0,0.0,4.0,yes,no,5.0
GP,M,17,U,LE3,T,4,3,teacher,other,course,yes,yes,10.0,9.0,9.0,10.0,11.0,11.0,GP_M_17_U_LE3_T_4_3_teacher_other_course_yes_yes,no,4.0,mother,yes,4.0,no,2.0,2.0,4.0,4.0,yes,4.0,0.0,4.0,yes,no,4.0
GP,F,16,U,GT3,T,2,2,services,other,reputation,no,yes,13.0,13.0,11.0,13.0,12.0,14.0,GP_F_16_U_GT3_T_2_2_services_other_reputation_no_yes,no,4.0,mother,yes,1.0,no,2.0,2.0,4.0,5.0,yes,2.0,0.0,3.0,yes,no,4.0
GP,M,17,U,GT3,T,3,3,other,other,reputation,no,yes,6.0,5.0,6.0,11.0,9.0,10.0,GP_M_17_U_GT3_T_3_3_other_other_reputation_no_yes,no,3.0,father,yes,1.0,no,1.0,2.0,4.0,4.0,yes,4.0,0.0,4.0,no,no,4.0
GP,M,16,R,GT3,T,4,2,teacher,services,other,yes,yes,10.0,8.0,9.0,10.0,9.0,11.0,GP_M_16_R_GT3_T_4_2_teacher_services_other_yes_yes,no,3.0,mother,yes,3.0,yes,1.0,1.0,4.0,3.0,yes,10.0,0.0,4.0,no,yes,3.0
GP,M,17,U,GT3,T,4,3,other,other,course,yes,yes,10.0,10.0,11.0,11.0,11.0,13.0,GP_M_17_U_GT3_T_4_3_other_other_course_yes_yes,no,2.0,mother,yes,1.0,yes,1.0,2.0,1.0,2.0,yes,4.0,0.0,5.0,no,yes,3.0
